age,sex,bmi,weight
18,1,17.84329032,1
25,1,17.84318183,1
30,1,17.84316249,1
32,1,17.84246505,1
19,1,17.84216691,1
28,1,17.84203853,1
25,0,17.84167112,1
22,0,17.84156699,1
31,1,17.84151345,1
19,0,17.84142164,1
23,1,17.84122381,1
18,1,17.84108698,1
34,0,17.84099694,1
29,1,17.84053056,1
18,0,17.84048337,1
25,0,17.84033992,1
22,1,17.84008863,1
26,0,17.83979369,1
35,0,17.83916594,1
29,1,17.83897061,1
30,1,17.83886001,1
20,0,17.83864463,1
19,1,17.83843355,1
25,1,17.83834272,1
29,0,17.83832164,1
34,1,17.83826309,1
31,0,17.83710122,1
31,1,17.83684483,1
30,0,17.83668588,1
35,0,17.83630312,1
35,0,17.83619335,1
28,1,17.83614884,1
19,1,17.83600329,1
20,0,17.83515451,1
30,0,17.83466572,1
22,0,17.83443988,1
27,1,17.8341986,1
20,1,17.83404903,1
34,0,17.833902,1
22,1,17.83337626,1
30,1,17.83319329,1
25,1,17.83198868,1
20,0,17.83173788,1
34,0,17.83170341,1
28,1,17.83144016,1
32,1,17.83116814,1
33,1,17.8309198,1
19,0,17.83076927,1
31,1,17.83036393,1
19,1,17.82996592,1
31,1,17.82991133,1
24,0,17.82939186,1
22,0,17.82921087,1
30,0,17.82917441,1
26,0,17.82894745,1
19,0,17.82866457,1
19,0,17.82737022,1
31,1,17.82716906,1
23,1,17.82715901,1
32,0,17.82643538,1
18,1,17.82619158,1
31,0,17.82612013,1
23,1,17.82611259,1
30,0,17.82587763,1
21,0,17.82558585,1
32,1,17.82506375,1
24,0,17.82506211,1
34,0,17.82470174,1
33,1,17.82466896,1
27,0,17.82456078,1
26,1,17.82453303,1
25,0,17.8245143,1
35,0,17.82395974,1
25,1,17.82356111,1
23,0,17.82346817,1
21,0,17.82335922,1
21,1,17.82317472,1
30,0,17.82271799,1
31,1,17.82175108,1
20,0,17.8214048,1
32,0,17.82132604,1
35,1,17.82123252,1
18,1,17.8212319,1
34,1,17.821168,1
34,1,17.82006226,1
29,1,17.82003134,1
26,1,17.82000115,1
35,1,17.81984808,1
34,1,17.81937412,1
24,1,17.81936039,1
21,0,17.81892535,1
27,1,17.81880151,1
28,1,17.81818231,1
23,1,17.81806788,1
31,1,17.81804514,1
18,1,17.81767318,1
19,1,17.81734213,1
32,0,17.81731826,1
24,1,17.8170463,1
18,0,17.81670802,1
20,1,17.81661613,1
32,1,17.81649581,1
32,0,17.81579228,1
23,0,17.81498159,1
32,1,17.81488658,1
27,0,17.81480465,1
21,0,17.81479323,1
19,0,17.81442103,1
19,1,17.81432249,1
29,0,17.81421401,1
20,0,17.81254592,1
24,0,17.81223505,1
22,0,17.81216547,1
25,0,17.81128737,1
19,0,17.81123468,1
29,1,17.81120731,1
29,0,17.81097568,1
33,1,17.81097449,1
28,1,17.81093987,1
29,1,17.81093939,1
26,0,17.81087507,1
35,0,17.81052954,1
26,0,17.80968918,1
32,0,17.80906968,1
30,1,17.80890972,1
27,1,17.80888287,1
29,0,17.80757163,1
25,0,17.80744685,1
29,0,17.8072036,1
22,0,17.80703139,1
26,1,17.80657194,1
24,1,17.80648395,1
25,0,17.80593222,1
32,1,17.8058674,1
26,0,17.80567318,1
35,1,17.80536197,1
29,0,17.80524425,1
27,0,17.80489779,1
18,1,17.80436029,1
35,0,17.8043601,1
20,0,17.80430997,1
26,1,17.80415839,1
27,0,17.803939,1
26,0,17.80377994,1
29,0,17.80371978,1
33,0,17.80318836,1
28,1,17.80312143,1
25,1,17.80299573,1
18,0,17.80292253,1
34,0,17.8020491,1
24,0,17.8016488,1
24,0,17.80157916,1
18,0,17.80093627,1
27,0,17.80073896,1
20,1,17.80040733,1
25,1,17.80017728,1
32,0,17.80015665,1
19,0,17.8,1
26,1,17.8,1
31,1,17.79990075,1
25,0,17.79929723,1
23,0,17.79918746,1
35,1,17.79909325,1
32,1,17.79905081,1
28,0,17.79900839,1
23,1,17.7989957,1
33,0,17.7988985,1
18,0,17.79800139,1
23,1,17.79790194,1
21,0,17.79788347,1
32,0,17.79778029,1
34,0,17.79689492,1
34,1,17.79676567,1
18,0,17.79662007,1
20,0,17.79498713,1
25,1,17.79368982,1
34,1,17.79343479,1
26,0,17.79328889,1
25,0,17.79312783,1
23,1,17.79270292,1
25,1,17.79207007,1
35,1,17.79200352,1
27,0,17.7917686,1
31,0,17.79114933,1
30,1,17.79104312,1
20,1,17.79091265,1
18,1,17.79088707,1
22,1,17.79054804,1
19,0,17.78980438,1
35,1,17.78976605,1
33,0,17.78973465,1
31,0,17.78961107,1
20,1,17.78948447,1
26,0,17.78945717,1
23,0,17.78898618,1
27,0,17.78894036,1
25,1,17.78882937,1
25,0,17.7880172,1
22,1,17.78799246,1
25,0,17.78774957,1
22,1,17.78714746,1
26,0,17.78650013,1
26,0,17.78618846,1
31,0,17.78604468,1
21,0,17.78521832,1
35,0,17.7851652,1
22,1,17.78510095,1
28,0,17.78432226,1
33,1,17.78362061,1
21,0,17.78358944,1
30,1,17.78292584,1
25,1,17.7826509,1
23,0,17.78240364,1
29,0,17.78225929,1
34,0,17.78215989,1
18,1,17.7818918,1
26,1,17.78177693,1
35,0,17.78152109,1
29,0,17.78136681,1
28,1,17.78080209,1
31,1,17.78058206,1
24,1,17.78018967,1
25,0,17.77938922,1
18,1,17.77914146,1
18,0,17.77900463,1
25,1,17.77883676,1
21,1,17.77863084,1
28,0,17.77822575,1
35,0,17.77788181,1
18,1,17.77750324,1
19,1,17.77741478,1
21,0,17.77741326,1
24,0,17.77738687,1
34,1,17.77668561,1
21,0,17.7760893,1
30,1,17.77598518,1
23,1,17.77581079,1
30,0,17.77568612,1
23,0,17.77549825,1
21,0,17.77519212,1
18,1,17.77517364,1
25,0,17.77505598,1
29,0,17.77495884,1
25,0,17.77416112,1
20,0,17.77385501,1
22,0,17.77357861,1
26,1,17.7733668,1
23,0,17.77332762,1
34,1,17.7731937,1
23,1,17.77307863,1
28,0,17.77295055,1
32,0,17.77285446,1
31,1,17.77264912,1
20,0,17.77217172,1
23,1,17.7719116,1
35,1,17.77151151,1
28,1,17.77135926,1
32,1,17.77083238,1
19,1,17.77072613,1
31,0,17.77048028,1
32,1,17.77031758,1
22,1,17.77018953,1
21,1,17.77014648,1
29,1,17.76944659,1
28,1,17.76933099,1
33,0,17.76930615,1
22,1,17.76900319,1
35,1,17.76822529,1
28,0,17.76766665,1
32,0,17.76761752,1
20,0,17.76730266,1
25,0,17.76704834,1
24,0,17.76689443,1
33,0,17.76629135,1
28,0,17.76602016,1
34,0,17.76553889,1
32,0,17.765,1
20,0,17.76424261,1
18,0,17.7637107,1
24,1,17.76363765,1
19,0,17.76347031,1
32,1,17.76339872,1
30,0,17.76335407,1
26,1,17.76331976,1
28,0,17.76316404,1
26,1,17.76294507,1
22,0,17.76266502,1
32,0,17.76265519,1
30,1,17.76253359,1
30,1,17.7622445,1
35,1,17.76221204,1
25,1,17.76199606,1
33,1,17.76165718,1
35,1,17.76156059,1
35,0,17.76149941,1
35,1,17.76090277,1
24,1,17.76043428,1
19,1,17.76026571,1
35,1,17.76017345,1
34,0,17.76008577,1
34,1,17.75985549,1
26,0,17.75959423,1
35,0,17.75944956,1
24,1,17.75934404,1
35,0,17.75931873,1
24,1,17.75899405,1
33,1,17.75875441,1
18,1,17.7585821,1
26,0,17.75853839,1
23,0,17.75791836,1
20,1,17.75776231,1
19,1,17.75735024,1
22,1,17.7571027,1
28,0,17.75700745,1
19,1,17.7568325,1
30,1,17.7567928,1
19,1,17.75660336,1
25,1,17.75653571,1
32,1,17.75651437,1
29,1,17.75583794,1
26,0,17.75576518,1
18,1,17.75575631,1
26,0,17.75560703,1
27,1,17.75507424,1
21,1,17.75495671,1
35,0,17.75487366,1
20,0,17.7546491,1
18,0,17.75459859,1
30,0,17.75348356,1
33,0,17.75316473,1
35,1,17.75302498,1
32,0,17.75170231,1
23,0,17.75157786,1
24,0,17.75136001,1
29,0,17.75126183,1
20,0,17.75101344,1
18,0,17.75085798,1
29,1,17.75077198,1
22,0,17.75056787,1
31,0,17.75048911,1
33,1,17.74979278,1
32,0,17.74978443,1
31,0,17.74956233,1
28,0,17.74949583,1
20,0,17.74930861,1
22,1,17.74911342,1
27,1,17.74895668,1
22,1,17.74853344,1
33,1,17.74839109,1
27,0,17.74834712,1
34,1,17.74805782,1
32,0,17.74785499,1
25,1,17.74784842,1
19,1,17.74749084,1
20,1,17.74738201,1
34,0,17.74699643,1
25,0,17.74677223,1
26,0,17.7467613,1
21,1,17.74664124,1
30,1,17.74638881,1
27,1,17.74554379,1
31,1,17.74538176,1
32,1,17.74508914,1
35,0,17.7448498,1
23,0,17.74461592,1
31,1,17.74453991,1
24,1,17.74450747,1
21,1,17.74430451,1
18,1,17.74387927,1
25,0,17.74376756,1
29,1,17.74264978,1
33,0,17.7421903,1
33,0,17.74217794,1
29,0,17.7421301,1
23,1,17.74202041,1
29,0,17.74184531,1
24,0,17.74153029,1
25,0,17.74091968,1
35,0,17.74027312,1
19,0,17.74010889,1
28,1,17.73887107,1
23,0,17.73875522,1
21,0,17.73839092,1
18,0,17.73826159,1
19,0,17.73818125,1
25,1,17.73803913,1
23,0,17.73795202,1
24,0,17.73789723,1
19,1,17.73784199,1
22,0,17.73775227,1
19,0,17.73676803,1
35,1,17.73659835,1
31,1,17.73640117,1
34,0,17.73617522,1
19,0,17.73531893,1
19,0,17.73517107,1
22,0,17.73486458,1
25,0,17.73484155,1
24,0,17.73375528,1
25,1,17.73365628,1
18,1,17.73316541,1
28,1,17.73211216,1
24,0,17.73200456,1
22,0,17.7319555,1
21,1,17.73181906,1
18,1,17.73129523,1
24,1,17.7311855,1
22,1,17.73097668,1
33,1,17.73083331,1
28,1,17.73062789,1
19,0,17.73045334,1
26,1,17.72976898,1
23,0,17.72952952,1
30,1,17.72932835,1
34,0,17.72877994,1
23,1,17.72875094,1
24,1,17.72872491,1
23,1,17.72860713,1
28,0,17.72829649,1
27,1,17.72777262,1
19,0,17.7273991,1
26,1,17.72731983,1
34,1,17.72675383,1
21,0,17.72671034,1
35,0,17.72639512,1
20,0,17.72621761,1
21,1,17.72527334,1
24,1,17.72481644,1
35,1,17.72472725,1
28,1,17.72450214,1
22,0,17.72382974,1
19,0,17.72354357,1
26,1,17.72257655,1
21,0,17.72246553,1
27,0,17.72215396,1
20,0,17.72211594,1
25,0,17.72113886,1
32,1,17.72061328,1
31,0,17.72052806,1
20,1,17.72009489,1
31,1,17.71961991,1
24,1,17.71954164,1
24,0,17.7190776,1
22,1,17.71900941,1
22,1,17.71897267,1
30,0,17.71888826,1
23,1,17.71880821,1
28,0,17.71855316,1
29,1,17.71848686,1
33,0,17.71729922,1
25,1,17.71683255,1
18,1,17.71634943,1
18,0,17.7162984,1
25,0,17.71613144,1
28,0,17.71572771,1
35,0,17.71561623,1
25,0,17.71536241,1
26,1,17.71527773,1
35,0,17.71503826,1
18,1,17.7148904,1
18,0,17.71462865,1
35,0,17.71460635,1
27,0,17.7144112,1
31,1,17.71434671,1
23,1,17.71416315,1
26,1,17.71402376,1
22,1,17.71374906,1
29,1,17.71357945,1
34,0,17.71317599,1
28,0,17.71302788,1
27,1,17.71293614,1
22,0,17.71290538,1
29,1,17.7121127,1
28,0,17.71186406,1
32,0,17.71178319,1
24,0,17.71168785,1
34,0,17.71122209,1
31,1,17.7111904,1
35,1,17.71014495,1
19,1,17.71001367,1
31,0,17.70992814,1
35,1,17.70988003,1
32,1,17.70942449,1
31,1,17.70919905,1
23,1,17.70875568,1
29,0,17.70868718,1
32,1,17.70856352,1
24,1,17.70844211,1
18,0,17.70783236,1
27,1,17.70748268,1
30,0,17.70641915,1
23,0,17.70633857,1
25,1,17.70607574,1
27,1,17.70589208,1
27,0,17.70583458,1
32,1,17.70577127,1
24,1,17.70529878,1
31,1,17.70484752,1
25,1,17.70439729,1
18,1,17.7042577,1
28,0,17.70404032,1
34,1,17.70367381,1
30,1,17.70334517,1
34,1,17.70317998,1
24,1,17.70156794,1
18,0,17.70129637,1
30,0,17.701284,1
32,1,17.70123036,1
18,1,17.70094844,1
30,0,17.70091821,1
21,0,17.70085154,1
35,0,17.7003297,1
26,1,17.69974508,1
34,0,17.69962799,1
32,0,17.69959938,1
30,0,17.69953743,1
24,0,17.69951919,1
22,0,17.69941477,1
30,1,17.69922489,1
18,0,17.69921915,1
25,0,17.69905793,1
22,1,17.69895104,1
31,0,17.69891786,1
34,0,17.69882648,1
24,1,17.69867294,1
27,1,17.69828152,1
27,0,17.69761171,1
25,1,17.69714862,1
35,0,17.69695372,1
23,1,17.69693337,1
30,0,17.69664794,1
19,0,17.69660876,1
31,1,17.69658023,1
19,0,17.69634601,1
20,0,17.69610245,1
30,0,17.695687,1
29,1,17.6954592,1
20,1,17.69534891,1
18,0,17.69521617,1
26,1,17.6951014,1
35,0,17.69494192,1
32,0,17.6948367,1
34,1,17.69444133,1
19,1,17.6940962,1
33,0,17.69382428,1
20,0,17.69378627,1
30,0,17.69377739,1
24,1,17.69342942,1
34,0,17.69289774,1
32,1,17.69271856,1
24,0,17.69257647,1
18,0,17.69240932,1
22,1,17.69232394,1
22,0,17.69215669,1
25,1,17.69203234,1
30,1,17.69189023,1
18,0,17.69149045,1
22,0,17.69135032,1
22,1,17.68992989,1
19,0,17.68981969,1
18,0,17.68975913,1
19,1,17.68932953,1
18,0,17.68922783,1
27,0,17.6891226,1
24,0,17.68879865,1
18,0,17.68851954,1
28,1,17.68818735,1
32,0,17.68769726,1
19,1,17.68743673,1
33,1,17.68690664,1
34,0,17.68682406,1
35,0,17.68599372,1
27,1,17.68579892,1
23,0,17.68477984,1
20,0,17.68462151,1
24,1,17.6839961,1
34,1,17.68390243,1
21,1,17.68371594,1
28,1,17.68326848,1
20,0,17.68285018,1
27,0,17.68282546,1
33,0,17.6827575,1
31,0,17.68244621,1
29,1,17.68239226,1
32,0,17.6822339,1
32,0,17.68212298,1
30,1,17.68206236,1
25,0,17.68197521,1
21,1,17.68176331,1
33,1,17.68124115,1
27,0,17.68080125,1
33,0,17.68079527,1
24,0,17.68049494,1
19,0,17.67912953,1
33,1,17.67903546,1
31,0,17.67901797,1
29,0,17.67899354,1
33,0,17.67889664,1
27,1,17.67886879,1
31,0,17.67880097,1
24,1,17.67838187,1
20,0,17.67808908,1
19,1,17.67743917,1
30,0,17.67730662,1
26,1,17.67695704,1
31,1,17.67611371,1
20,1,17.67562782,1
18,1,17.67523726,1
19,1,17.67478564,1
25,1,17.67469788,1
18,0,17.67446281,1
30,0,17.67425246,1
19,0,17.67399963,1
22,0,17.6738239,1
27,0,17.67320176,1
33,1,17.67319781,1
21,1,17.67316798,1
33,1,17.67312795,1
34,1,17.67241413,1
30,0,17.67229084,1
27,1,17.67226581,1
30,1,17.67209054,1
31,0,17.67207594,1
18,0,17.67200849,1
28,1,17.67198666,1
33,0,17.67152518,1
34,1,17.67120872,1
26,1,17.67060293,1
26,1,17.67,1
33,1,17.66972236,1
28,0,17.66892134,1
35,0,17.66840845,1
32,1,17.66756505,1
22,1,17.66752947,1
23,1,17.66743008,1
19,0,17.66698239,1
33,1,17.66698178,1
25,0,17.66678401,1
32,0,17.66676396,1
32,0,17.6665563,1
34,0,17.66629733,1
32,0,17.66586756,1
22,1,17.66569943,1
21,1,17.66542053,1
25,1,17.66518327,1
24,0,17.66491273,1
25,1,17.66479855,1
32,0,17.66402859,1
33,0,17.66371093,1
35,1,17.66349585,1
29,1,17.66334541,1
20,0,17.66321672,1
20,1,17.66289096,1
21,1,17.66271519,1
21,1,17.66264913,1
19,0,17.6624475,1
33,0,17.66223418,1
28,0,17.6621318,1
21,1,17.66190127,1
24,1,17.66142411,1
26,0,17.66095211,1
25,1,17.66039371,1
27,1,17.66037093,1
22,0,17.66033636,1
33,1,17.66014865,1
19,1,17.65993964,1
18,1,17.65987875,1
27,0,17.65972369,1
29,0,17.65946196,1
20,0,17.65932151,1
28,0,17.65918097,1
32,0,17.65889988,1
35,0,17.65867794,1
32,0,17.65862324,1
33,1,17.65835213,1
19,1,17.65806336,1
19,1,17.6579203,1
18,0,17.65779036,1
26,1,17.65753687,1
29,0,17.65643833,1
20,0,17.65629624,1
20,1,17.65590719,1
34,0,17.65537476,1
26,0,17.65531804,1
30,1,17.65438547,1
27,1,17.6543023,1
33,1,17.65387936,1
29,0,17.65356042,1
22,1,17.65347766,1
21,1,17.65343421,1
35,1,17.65341222,1
25,1,17.6533539,1
31,1,17.65320308,1
33,1,17.6529407,1
24,0,17.65291252,1
28,1,17.65268244,1
29,0,17.65222292,1
28,1,17.65220148,1
24,1,17.65208616,1
21,0,17.65194874,1
24,1,17.65186528,1
27,0,17.65181155,1
26,1,17.65179956,1
30,1,17.65105732,1
18,1,17.65102222,1
31,0,17.6508944,1
18,1,17.65085323,1
30,1,17.65067931,1
25,1,17.65050348,1
19,0,17.6500391,1
30,1,17.64976756,1
19,0,17.64952134,1
24,0,17.64861154,1
19,1,17.64792313,1
23,1,17.64787148,1
30,1,17.64774102,1
20,0,17.64714705,1
35,0,17.6471387,1
27,0,17.64700067,1
19,0,17.64644389,1
28,1,17.64565486,1
30,0,17.6452516,1
23,0,17.6445704,1
19,1,17.64304205,1
29,0,17.64274053,1
22,0,17.6426472,1
26,1,17.64237444,1
27,1,17.64235524,1
24,1,17.64198204,1
22,0,17.64179948,1
19,1,17.6416545,1
27,0,17.64156259,1
26,0,17.64145248,1
27,1,17.64142817,1
27,0,17.6413279,1
33,0,17.64128714,1
32,1,17.64124951,1
22,1,17.64116068,1
31,0,17.64038621,1
33,0,17.64011879,1
28,0,17.64006929,1
20,1,17.63956901,1
31,0,17.63939667,1
20,0,17.63913837,1
27,1,17.6377992,1
25,1,17.63760354,1
27,0,17.63749189,1
31,0,17.63712789,1
21,0,17.63679312,1
33,0,17.63652451,1
21,1,17.63621038,1
35,0,17.6361249,1
25,0,17.63611521,1
32,0,17.63581269,1
23,1,17.63553296,1
26,0,17.63545646,1
21,0,17.63537174,1
24,0,17.63531798,1
21,0,17.63527441,1
22,1,17.63525259,1
27,0,17.63409014,1
22,1,17.63393946,1
22,0,17.63344935,1
19,0,17.6326109,1
29,1,17.63208187,1
21,1,17.63182503,1
27,0,17.63162903,1
19,1,17.63145216,1
22,1,17.63143171,1
33,1,17.63135765,1
26,0,17.6312247,1
31,1,17.63103933,1
25,0,17.63101733,1
19,1,17.6309239,1
23,1,17.63085403,1
25,0,17.63084163,1
35,0,17.62991942,1
28,0,17.62985238,1
34,0,17.62981147,1
25,0,17.6297363,1
28,0,17.62939747,1
21,0,17.62930029,1
33,0,17.62903609,1
29,0,17.6286724,1
26,1,17.62832063,1
23,0,17.62787141,1
18,0,17.62707575,1
31,0,17.62595958,1
30,0,17.62556689,1
19,0,17.62484598,1
30,0,17.62424926,1
35,1,17.62400001,1
33,1,17.6232489,1
34,1,17.62273659,1
35,0,17.6220429,1
28,0,17.6215671,1
35,1,17.62108719,1
27,1,17.62061709,1
20,1,17.6204107,1
28,0,17.62039868,1
23,0,17.62036039,1
32,0,17.61939772,1
34,1,17.61922763,1
20,0,17.61916921,1
34,1,17.61907636,1
22,0,17.61895247,1
26,0,17.61874841,1
32,1,17.61823826,1
22,0,17.61792891,1
25,1,17.61787285,1
26,1,17.61715392,1
31,0,17.61711509,1
28,1,17.61696678,1
20,1,17.61670143,1
20,0,17.61648584,1
27,0,17.61619794,1
28,1,17.61519409,1
19,0,17.61477268,1
18,1,17.61389836,1
32,0,17.61386249,1
35,1,17.6129797,1
26,1,17.612412,1
26,0,17.6122409,1
25,0,17.61222492,1
29,0,17.61193587,1
33,0,17.61185008,1
30,1,17.61176762,1
32,0,17.61098397,1
25,1,17.61098288,1
23,0,17.61096526,1
20,0,17.6103727,1
21,0,17.61032264,1
19,1,17.61031193,1
34,0,17.61026993,1
21,0,17.61022884,1
35,1,17.60995771,1
33,0,17.60979247,1
22,1,17.60949538,1
20,0,17.60929137,1
28,1,17.60911413,1
18,0,17.60877695,1
21,0,17.60855836,1
34,0,17.6085514,1
26,1,17.60849384,1
30,1,17.60821395,1
18,1,17.60809322,1
20,0,17.60778992,1
21,0,17.60752824,1
26,0,17.60665326,1
19,1,17.60629338,1
25,0,17.60617472,1
20,1,17.60611268,1
26,0,17.60606143,1
28,1,17.60598843,1
26,0,17.60579049,1
24,1,17.60562112,1
32,0,17.60459731,1
19,0,17.60445799,1
18,1,17.60434162,1
33,1,17.60433078,1
32,0,17.60404213,1
23,1,17.60344205,1
26,1,17.60251407,1
32,0,17.60248234,1
18,1,17.60190696,1
24,1,17.60187949,1
20,0,17.60126123,1
34,0,17.60099192,1
18,1,17.60088114,1
28,0,17.60084867,1
22,0,17.60081918,1
31,0,17.60066111,1
18,0,17.60030643,1
20,1,17.600071,1
28,0,17.60004805,1
26,1,17.6,1
31,1,17.59918176,1
29,1,17.59837346,1
18,0,17.59837051,1
29,0,17.59828217,1
18,0,17.59817486,1
25,1,17.59791859,1
33,0,17.59678817,1
35,0,17.59659086,1
24,1,17.59613535,1
30,1,17.59587572,1
19,1,17.59545756,1
31,1,17.59542653,1
24,0,17.59531029,1
31,0,17.59474386,1
34,0,17.59449777,1
29,0,17.59405563,1
20,0,17.59242306,1
32,1,17.59234852,1
33,0,17.59219125,1
25,1,17.59187569,1
19,1,17.59179837,1
32,1,17.59149757,1
28,1,17.59036985,1
19,0,17.59031436,1
34,0,17.58933718,1
26,0,17.58913399,1
23,0,17.58884715,1
20,0,17.58869107,1
29,0,17.58822444,1
20,0,17.58803933,1
32,1,17.58777073,1
21,0,17.58757436,1
21,1,17.58746426,1
28,1,17.58738635,1
23,1,17.58735551,1
31,1,17.58735475,1
19,0,17.58730822,1
28,0,17.58719534,1
24,1,17.58715808,1
35,0,17.58699068,1
22,1,17.5865163,1
18,1,17.58630331,1
25,0,17.58628644,1
30,0,17.58623137,1
21,1,17.5861798,1
33,1,17.58579978,1
26,1,17.58553599,1
30,0,17.58541382,1
31,0,17.58534008,1
32,1,17.58529065,1
19,1,17.58516513,1
23,0,17.58512064,1
32,1,17.58441964,1
24,0,17.58420318,1
20,1,17.58379885,1
34,1,17.58357517,1
23,1,17.58343423,1
24,0,17.58300159,1
23,1,17.58282794,1
35,0,17.58228763,1
24,0,17.58219572,1
29,0,17.58194313,1
25,1,17.58193678,1
18,1,17.581936,1
18,0,17.58155754,1
23,1,17.58142208,1
30,1,17.58114255,1
26,0,17.581068,1
28,1,17.58104925,1
29,0,17.58079893,1
27,0,17.5806739,1
19,0,17.58045101,1
27,1,17.58038496,1
21,0,17.5800644,1
23,1,17.5800135,1
20,0,17.57977062,1
25,1,17.5797702,1
28,1,17.57925302,1
21,1,17.57895978,1
18,0,17.57855294,1
35,0,17.57829947,1
34,0,17.57788097,1
28,1,17.57770273,1
29,1,17.5776815,1
34,0,17.57766514,1
34,1,17.5774366,1
25,1,17.5769492,1
25,0,17.57679192,1
27,0,17.57657865,1
18,1,17.57549139,1
22,1,17.57507767,1
28,1,17.57499031,1
33,0,17.57465212,1
33,0,17.57453606,1
18,0,17.57450665,1
22,1,17.57437871,1
18,1,17.57388388,1
31,1,17.57341344,1
20,0,17.57228699,1
35,1,17.57183872,1
28,1,17.57174443,1
18,0,17.5716828,1
20,0,17.57162687,1
25,1,17.57107326,1
29,0,17.56961071,1
29,1,17.56933762,1
18,1,17.56916713,1
27,1,17.5689984,1
28,1,17.56895507,1
34,0,17.56893663,1
35,0,17.56890269,1
27,0,17.5688833,1
33,1,17.56851876,1
28,0,17.56782278,1
32,0,17.5677163,1
21,1,17.56754426,1
28,0,17.56676929,1
35,1,17.56635932,1
28,0,17.56620162,1
29,1,17.56617143,1
33,0,17.56502409,1
21,1,17.56486408,1
33,1,17.56477197,1
18,0,17.56470274,1
21,0,17.56445219,1
18,0,17.56400972,1
23,0,17.56382062,1
28,0,17.56381791,1
32,1,17.56365701,1
31,0,17.56354163,1
26,0,17.56288307,1
20,1,17.56196817,1
22,1,17.56160346,1
26,1,17.56159425,1
33,0,17.56147089,1
19,0,17.56083075,1
22,0,17.56019037,1
31,0,17.55972984,1
26,0,17.55958245,1
34,0,17.55945589,1
34,1,17.55942738,1
21,0,17.5588544,1
31,0,17.5585392,1
23,1,17.55801757,1
21,1,17.55772428,1
30,0,17.5570271,1
18,1,17.55656497,1
27,1,17.55632978,1
21,0,17.55619904,1
30,1,17.55578619,1
22,0,17.55575294,1
18,0,17.55501365,1
19,1,17.55491412,1
35,1,17.55456966,1
35,0,17.55391972,1
31,0,17.55367916,1
34,1,17.55349156,1
29,0,17.55329513,1
32,1,17.55322941,1
32,1,17.55269907,1
30,0,17.55267454,1
27,0,17.55243804,1
23,0,17.55242904,1
26,0,17.55239142,1
18,1,17.55231275,1
19,1,17.55169006,1
31,0,17.55157638,1
35,1,17.55144336,1
30,1,17.55114419,1
34,1,17.5511395,1
32,0,17.55070551,1
33,0,17.55008396,1
32,0,17.54962278,1
34,1,17.54919239,1
28,0,17.54910613,1
18,0,17.54895318,1
23,0,17.54829347,1
18,0,17.54778446,1
23,0,17.5469977,1
19,0,17.54690111,1
29,0,17.54580904,1
29,0,17.54545372,1
35,0,17.54516196,1
33,0,17.5449742,1
28,0,17.54487239,1
19,0,17.54476073,1
18,0,17.54454915,1
20,0,17.54434425,1
33,0,17.543373,1
21,0,17.54270406,1
27,1,17.54249083,1
26,1,17.5411708,1
24,1,17.54082379,1
18,0,17.54067578,1
20,1,17.5403915,1
34,1,17.5402173,1
18,0,17.5400515,1
28,0,17.53976386,1
28,0,17.53968551,1
22,0,17.53920268,1
21,0,17.53904312,1
35,0,17.53855251,1
20,0,17.53843436,1
27,0,17.53833661,1
20,1,17.53794903,1
19,1,17.53740218,1
33,1,17.53664813,1
35,0,17.53631063,1
18,1,17.53624915,1
35,1,17.53613595,1
18,0,17.53595534,1
19,1,17.53570601,1
22,0,17.53509431,1
19,1,17.53470327,1
25,0,17.53454047,1
24,1,17.53446489,1
27,1,17.53436965,1
33,1,17.53426429,1
31,0,17.53404868,1
20,0,17.53397976,1
24,0,17.53350859,1
26,1,17.53321013,1
22,1,17.53307401,1
29,0,17.53306906,1
34,1,17.5325783,1
21,1,17.53238143,1
27,0,17.53183761,1
22,0,17.5316352,1
20,0,17.53149582,1
23,0,17.53147662,1
20,0,17.53120938,1
26,1,17.53105429,1
31,1,17.5307072,1
26,0,17.53015777,1
29,0,17.5299741,1
28,0,17.52996335,1
28,0,17.52990943,1
29,1,17.52971713,1
28,1,17.52947087,1
27,1,17.52935463,1
32,1,17.52888078,1
29,0,17.52833916,1
34,1,17.52827651,1
34,0,17.52824279,1
22,1,17.52699358,1
35,1,17.5265503,1
20,0,17.526427,1
18,0,17.525316,1
28,1,17.524553,1
22,1,17.52432897,1
19,0,17.52426953,1
22,1,17.52404139,1
23,1,17.52398484,1
34,0,17.52382717,1
33,0,17.5234772,1
31,1,17.52341328,1
26,1,17.52285552,1
33,0,17.52235202,1
34,0,17.52203024,1
32,1,17.52177031,1
26,0,17.52119585,1
20,1,17.52101075,1
24,0,17.52099071,1
25,1,17.52084045,1
34,1,17.52051233,1
34,1,17.52037103,1
33,1,17.51998777,1
31,1,17.51925325,1
24,1,17.51895441,1
21,1,17.51860379,1
23,1,17.5184385,1
30,0,17.51837076,1
18,1,17.51791277,1
33,0,17.51731975,1
21,0,17.51699782,1
19,0,17.51692034,1
32,0,17.5168749,1
22,0,17.51659175,1
25,1,17.51620434,1
22,0,17.51535187,1
34,0,17.51514795,1
32,0,17.51511083,1
21,0,17.51501651,1
27,0,17.51467968,1
24,0,17.51431628,1
26,1,17.51427227,1
34,1,17.51411279,1
35,0,17.51381567,1
19,0,17.51362125,1
28,1,17.51347725,1
18,0,17.5132174,1
